transaction_id,date,customer_id,merchant,category,amount,payment_mode,month,day_of_week,rolling_avg_7d
TXN00947,2025-11-15,CUST002,"Shelton, Ramirez and Bennett",shopping,701.68,debit card,11,5,802.88
TXN01226,2025-11-18,CUST002,Alvarado PLC,dining,583.38,debit card,11,1,745.37
TXN01924,2025-12-02,CUST002,Rios-Kerr,travel,503.84,debit card,12,1,731.2
TXN00559,2025-12-19,CUST002,Anderson-Moss,dining,476.99,debit card,12,4,677.9
TXN00237,2025-12-26,CUST002,Taylor and Sons,travel,113.91,UPI,12,4,612.62
TXN00067,2026-01-05,CUST002,Franklin Group,dining,689.65,UPI,1,0,571.62
TXN01978,2026-01-09,CUST002,Rivera and Sons,entertainment,91.39,net banking,1,4,451.55
TXN00563,2026-01-23,CUST002,Webster LLC,groceries,374.09,debit card,1,4,404.75
TXN00216,2026-01-30,CUST002,"Perez, Boyer and Brennan",dining,560.71,net banking,1,4,401.51
TXN01158,2026-02-04,CUST002,"Williams, Padilla and Archer",shopping,571.68,net banking,2,2,411.2
TXN00541,2026-02-08,CUST002,"Smith, Baker and Blanchard",groceries,89.98,debit card,2,6,355.92
TXN01432,2026-02-09,CUST002,"Grant, Ferguson and Fitzpatrick",shopping,176.86,debit card,2,0,364.91
TXN00277,2026-02-15,CUST002,"Garner, Mann and Mcgee",travel,857.73,net banking,2,6,388.92
TXN00748,2026-02-22,CUST002,Johnston Inc,groceries,875.97,net banking,2,6,501.0
TXN00739,2026-03-16,CUST002,"Thomas, Dominguez and Mendoza",travel,268.2,net banking,3,0,485.88
TXN00753,2026-03-23,CUST002,Hansen Ltd,dining,767.92,UPI,3,0,515.48
TXN00592,2026-04-01,CUST002,"Whitney, Roberts and Contreras",utilities,466.04,net banking,4,2,500.39
TXN00073,2026-04-02,CUST002,Andrews-Kirk,utilities,69.29,UPI,4,3,497.43
TXN00218,2026-04-19,CUST002,"Austin, Morris and Jackson",entertainment,456.73,net banking,4,6,537.41
TXN00111,2026-04-27,CUST002,Small and Sons,entertainment,234.41,UPI,4,0,448.37
TXN01570,2026-05-08,CUST002,Ramsey-Moore,entertainment,830.64,debit card,5,4,441.89
TXN00870,2026-05-13,CUST002,Reyes Inc,shopping,404.11,credit card,5,2,461.31
TXN00500,2026-05-30,CUST002,"Foster, Mccall and Curtis",entertainment,452.98,UPI,5,5,416.31
TXN00534,2026-06-01,CUST002,Brown-Ray,utilities,403.81,net banking,6,0,407.42
TXN01007,2026-06-01,CUST002,Yates LLC,entertainment,440.76,credit card,6,0,460.49
TXN00096,2026-06-07,CUST002,Taylor Ltd,dining,147.99,UPI,6,6,416.39
TXN01509,2026-06-07,CUST002,"Curtis, Gomez and Brooks",shopping,676.57,net banking,6,6,479.55
TXN00064,2025-06-19,CUST003,Smith Ltd,utilities,389.33,credit card,6,3,389.33
TXN00080,2025-06-22,CUST003,Robertson-Vasquez,shopping,621.44,net banking,6,6,505.38
TXN01128,2025-06-26,CUST003,Johnson and Sons,dining,471.17,debit card,6,3,493.98
TXN01503,2025-07-05,CUST003,Nichols-Herrera,groceries,778.14,debit card,7,5,565.02
TXN01838,2025-07-07,CUST003,Lowe-Donaldson,groceries,845.11,debit card,7,0,621.04
TXN01301,2025-07-08,CUST003,Gomez-Wright,utilities,449.28,UPI,7,1,592.41
TXN01629,2025-07-14,CUST003,Edwards-Hernandez,groceries,304.67,net banking,7,0,551.31
TXN01230,2025-07-18,CUST003,Hunter LLC,dining,591.89,debit card,7,4,580.24
TXN01017,2025-07-25,CUST003,Wang-Mcintyre,travel,657.54,net banking,7,4,585.4
TXN01327,2025-08-08,CUST003,Boyd LLC,groceries,993.26,debit card,8,4,659.98
TXN00771,2025-08-24,CUST003,Gallegos-Jacobson,dining,874.52,UPI,8,6,673.75
TXN01591,2025-08-24,CUST003,White Ltd,dining,67.35,debit card,8,6,562.64
TXN01143,2025-08-28,CUST003,Bird Group,entertainment,741.41,debit card,8,3,604.38
TXN01286,2025-09-28,CUST003,"Benton, Wilson and Stephenson",groceries,531.29,net banking,9,6,636.75
TXN00242,2025-10-10,CUST003,Cardenas LLC,travel,961.57,UPI,10,4,689.56
TXN00695,2025-10-10,CUST003,Benitez PLC,utilities,455.12,debit card,10,4,660.65
TXN00435,2025-10-20,CUST003,Kelley PLC,groceries,679.43,debit card,10,0,615.81
TXN01307,2025-11-01,CUST003,Lane Group,groceries,104.0,net banking,11,5,505.74
TXN01957,2025-11-09,CUST003,Stone Inc,travel,236.8,credit card,11,6,529.95
TXN00207,2025-11-17,CUST003,Solis-Mcintyre,entertainment,738.45,credit card,11,0,529.52
TXN01712,2025-12-12,CUST003,"Peters, Cox and Klein",shopping,573.46,debit card,12,4,535.55
TXN00443,2025-12-13,CUST003,"Miller, Ward and Parker",travel,315.23,credit card,12,5,443.21
TXN00045,2025-12-18,CUST003,Kennedy-Smith,shopping,725.64,net banking,12,3,481.86
TXN00170,2025-12-21,CUST003,"Gonzalez, Alexander and Hall",shopping,248.1,debit card,12,6,420.24
TXN00041,2026-01-02,CUST003,Bass LLC,groceries,692.92,net banking,1,4,504.37
TXN01737,2026-01-06,CUST003,"Wright, Brown and Mills",utilities,910.95,net banking,1,1,600.68
TXN01610,2026-01-23,CUST003,Sutton and Sons,travel,491.67,debit card,1,4,565.42
TXN01160,2026-02-05,CUST003,"Wells, Mercer and Kennedy",utilities,185.86,debit card,2,3,510.05
TXN01671,2026-02-16,CUST003,Allen-Hill,utilities,736.37,debit card,2,0,570.22
TXN01028,2026-02-19,CUST003,Sutton PLC,travel,531.19,debit card,2,3,542.44
TXN01637,2026-02-26,CUST003,Harper Inc,utilities,887.49,credit card,2,3,633.78
TXN00636,2026-03-08,CUST003,Bradshaw LLC,shopping,534.11,credit card,3,6,611.09
TXN01569,2026-04-07,CUST003,White and Sons,groceries,273.27,debit card,4,1,519.99
TXN01462,2026-04-12,CUST003,Ibarra Group,utilities,159.58,credit card,4,6,472.55
TXN00493,2026-04-23,CUST003,Cruz Group,entertainment,16.44,debit card,4,3,448.35
TXN01874,2026-04-27,CUST003,Lucas-James,shopping,358.05,net banking,4,0,394.3
TXN01897,2026-04-27,CUST003,Williams-Martinez,dining,753.48,credit card,4,0,426.06
TXN00318,2026-05-25,CUST003,"Hicks, Johnson and Adams",shopping,81.16,net banking,5,0,310.87
TXN00505,2026-05-26,CUST003,Unknown Merchant,groceries,154.78,credit card,5,1,256.68
TXN01763,2026-05-29,CUST003,Ramos-Sandoval,shopping,869.88,net banking,5,4,341.91
TXN01023,2026-05-31,CUST003,"Johnson, Blackburn and Garcia",groceries,231.26,debit card,5,6,352.15
TXN01519,2026-06-12,CUST003,Glover and Sons,utilities,277.97,net banking,6,4,389.51
TXN01964,2026-06-15,CUST003,Dixon-Davenport,groceries,152.61,debit card,6,0,360.16
TXN01664,2025-06-16,CUST004,"Ibarra, Hunter and Alvarez",groceries,747.67,UPI,6,0,747.67
TXN00976,2025-06-22,CUST004,Bell-Weiss,utilities,998.01,net banking,6,6,872.84
TXN01627,2025-07-06,CUST004,Green Group,groceries,803.72,UPI,7,6,849.8
TXN00548,2025-07-07,CUST004,Thomas-Anderson,shopping,472.67,net banking,7,0,755.52
TXN01708,2025-07-11,CUST004,Davis LLC,entertainment,392.08,net banking,7,4,682.83
TXN00806,2025-07-27,CUST004,Love-Bryan,utilities,23.86,net banking,7,6,573.0
TXN00754,2025-07-31,CUST004,Cowan and Sons,groceries,811.38,debit card,7,3,607.06
TXN01522,2025-08-12,CUST004,Duran-Mejia,utilities,984.91,credit card,8,1,640.95
TXN01974,2025-08-29,CUST004,Woods Ltd,utilities,847.84,debit card,8,4,619.49
TXN00382,2025-08-30,CUST004,"Rangel, Mathews and Wong",shopping,846.81,net banking,8,5,625.65
TXN00542,2025-09-06,CUST004,Camacho Inc,dining,563.51,net banking,9,5,638.63
TXN01343,2025-09-06,CUST004,Hahn-Gould,groceries,169.8,net banking,9,5,606.87
TXN01142,2025-10-02,CUST004,"Gillespie, Ward and Wilson",entertainment,430.57,credit card,10,3,664.97
TXN00223,2025-10-17,CUST004,"Gomez, Wolfe and Lawrence",groceries,523.01,UPI,10,4,623.78
TXN01991,2025-11-01,CUST004,"Nichols, Evans and Gamble",dining,355.04,UPI,11,5,533.8
TXN00820,2025-11-28,CUST004,Donovan LLC,travel,245.32,UPI,11,4,447.72
TXN01753,2025-12-23,CUST004,Jones LLC,utilities,410.94,debit card,12,1,385.46
TXN00504,2026-01-27,CUST004,"Smith, Green and Rice",travel,214.75,credit card,1,1,335.63
TXN01155,2026-02-01,CUST004,Elliott-Bolton,groceries,64.47,credit card,2,6,320.59
TXN01172,2026-02-22,CUST004,Smith-Smith,travel,10.27,net banking,2,6,260.54
TXN00323,2026-02-26,CUST004,Russell Inc,dining,411.64,debit card,2,3,244.63
TXN00201,2026-03-02,CUST004,Walker and Sons,utilities,679.15,net banking,3,0,290.93
TXN00491,2026-03-11,CUST004,Malone-Williams,utilities,747.4,net banking,3,2,362.66
TXN01556,2026-03-23,CUST004,"Dean, Stephens and Jackson",groceries,302.59,UPI,3,0,347.18
TXN00800,2026-04-05,CUST004,Hudson-Nelson,dining,960.55,UPI,4,6,453.72
TXN01905,2026-04-12,CUST004,Wheeler Inc,utilities,373.44,UPI,4,6,497.86
TXN01102,2026-04-26,CUST004,"Knight, Good and Hester",shopping,333.16,debit card,4,6,543.99
TXN00189,2026-04-28,CUST004,Bradshaw-Khan,utilities,706.88,net banking,4,1,586.17
TXN00101,2026-04-29,CUST004,"Knight, Garza and Roberts",travel,564.24,net banking,4,2,569.75
TXN00723,2026-05-23,CUST004,"Galloway, Allen and Smith",groceries,517.41,UPI,5,5,536.9
TXN00832,2026-05-28,CUST004,Pham and Sons,shopping,9566.45,debit card,5,3,1860.3
TXN01240,2026-05-28,CUST004,Allen-Ward,dining,831.32,net banking,5,3,1841.84
TXN00781,2026-06-03,CUST004,Morgan-Lopez,shopping,931.89,credit card,6,2,1921.62
TXN00868,2025-06-24,CUST005,Trujillo Group,travel,915.61,credit card,6,1,915.61
TXN00141,2025-07-19,CUST005,Johnson-Dodson,travel,506.88,net banking,7,5,711.24
TXN00129,2025-08-22,CUST005,Davis-Harris,travel,219.87,net banking,8,4,547.45
TXN01228,2025-08-27,CUST005,"Mcintosh, Bruce and Chandler",entertainment,527.49,debit card,8,2,542.46
TXN00728,2025-09-10,CUST005,"Villarreal, Hogan and Roach",utilities,553.01,net banking,9,2,544.57
TXN01261,2025-09-23,CUST005,Conley-Evans,entertainment,648.76,UPI,9,1,561.94
TXN00225,2025-10-16,CUST005,"Gamble, Barber and Simpson",entertainment,404.93,debit card,10,3,539.51
TXN00370,2025-11-11,CUST005,Mason-Stevens,shopping,159.51,net banking,11,1,431.49
TXN01691,2025-11-27,CUST005,Levy Group,groceries,683.22,credit card,11,3,456.68
TXN00706,2025-11-28,CUST005,"Davis, Rosario and Edwards",entertainment,340.54,credit card,11,4,473.92
TXN01584,2025-12-06,CUST005,Potts LLC,dining,358.86,net banking,12,5,449.83
TXN01453,2025-12-07,CUST005,"Browning, Morgan and Berger",entertainment,339.8,debit card,12,6,419.37
TXN01857,2025-12-13,CUST005,"Dalton, Perry and Hanson",utilities,569.85,UPI,12,5,408.1
TXN00901,2025-12-15,CUST005,Perry-Smith,utilities,698.32,net banking,12,0,450.01
TXN00444,2025-12-17,CUST005,"Donovan, Brown and Cooke",groceries,30.66,UPI,12,2,431.61
TXN01011,2025-12-22,CUST005,"Mosley, Rush and Phelps",entertainment,766.37,UPI,12,0,443.49
TXN00845,2025-12-24,CUST005,Turner-Acosta,utilities,456.23,debit card,12,2,460.01
TXN01961,2025-12-24,CUST005,"Stone, Jordan and Buckley",dining,110.34,net banking,12,2,424.51
TXN00656,2026-01-02,CUST005,Morgan-Rowland,travel,451.39,credit card,1,4,440.45
TXN00173,2026-01-28,CUST005,Gonzalez-Good,groceries,21.17,UPI,1,2,362.07
TXN01047,2026-02-01,CUST005,White and Sons,travel,535.7,net banking,2,6,338.84
TXN01141,2026-02-19,CUST005,"Rivers, Warner and Thompson",entertainment,985.03,net banking,2,3,475.18
TXN00156,2026-03-07,CUST005,Bullock-Miller,utilities,183.25,UPI,3,5,391.87
TXN00273,2026-03-10,CUST005,Ruiz-Russo,shopping,381.42,credit card,3,1,381.19
TXN00651,2026-03-29,CUST005,"Lane, Sims and Murphy",entertainment,348.19,UPI,3,6,415.16
TXN00794,2026-03-31,CUST005,"Zavala, Brown and Flores",utilities,560.15,net banking,3,1,430.7
TXN01818,2026-04-03,CUST005,"Joseph, Ramirez and Velez",shopping,690.47,credit card,4,4,526.32
TXN01545,2026-04-20,CUST005,Wade-Morris,utilities,892.14,UPI,4,0,577.24
TXN00011,2026-04-21,CUST005,"Howard, Guerra and Dominguez",shopping,752.0,debit card,4,1,543.95
TXN00411,2026-04-24,CUST005,Wilson-Morris,dining,45.0,credit card,4,4,524.2
TXN00746,2026-05-01,CUST005,Wilkinson Inc,entertainment,664.54,UPI,5,4,564.64
TXN00478,2026-05-08,CUST005,Pena and Sons,groceries,466.76,credit card,5,4,581.58
TXN00198,2026-05-20,CUST005,"Jones, Macias and Beard",entertainment,903.07,credit card,5,2,630.57
TXN00980,2026-05-23,CUST005,Neal-Rodriguez,groceries,65.4,UPI,5,5,541.27
TXN01124,2025-06-20,CUST006,Braun Inc,shopping,492.64,debit card,6,4,492.64
TXN00798,2025-06-22,CUST006,Walker PLC,entertainment,597.35,debit card,6,6,545.0
TXN01459,2025-06-27,CUST006,"Lee, Gonzalez and Holmes",groceries,178.84,UPI,6,4,422.94
TXN01442,2025-07-23,CUST006,Garcia Group,groceries,353.69,credit card,7,2,405.63
TXN00171,2025-07-30,CUST006,Carroll-Wood,utilities,133.67,UPI,7,2,351.24
TXN01145,2025-09-03,CUST006,"Walker, Lewis and Carter",utilities,521.22,UPI,9,2,379.57
TXN01347,2025-09-05,CUST006,Reyes Ltd,travel,747.47,UPI,9,4,432.13
TXN00191,2025-10-04,CUST006,Newman-Bell,travel,272.02,net banking,10,5,400.61
TXN00594,2025-10-05,CUST006,Jones-Cox,shopping,828.53,debit card,10,6,433.63
TXN01328,2025-10-22,CUST006,Johnson-Ross,entertainment,10.83,credit card,10,2,409.63
TXN00892,2025-11-02,CUST006,Adams-Davis,utilities,115.53,net banking,11,6,375.61
TXN01843,2025-11-04,CUST006,Ball PLC,utilities,837.25,UPI,11,1,476.12
TXN00294,2025-11-06,CUST006,Mccullough-Rivera,travel,242.21,UPI,11,3,436.26
TXN00416,2025-11-10,CUST006,"Taylor, Hall and Mann",utilities,901.83,credit card,11,0,458.31
TXN00657,2025-11-27,CUST006,"Whitaker, Berry and Sutton",entertainment,325.46,debit card,11,3,465.95
TXN00205,2025-12-04,CUST006,Rojas PLC,utilities,486.78,credit card,12,3,417.13
TXN00256,2025-12-12,CUST006,Cole-Gray,utilities,934.24,credit card,12,4,549.04
TXN00529,2025-12-12,CUST006,"Wilson, Lopez and Barnes",travel,303.11,debit card,12,4,575.84
TXN00104,2025-12-13,CUST006,Kelly-Edwards,shopping,719.52,credit card,12,5,559.02
TXN01499,2025-12-16,CUST006,Thornton LLC,dining,911.83,UPI,12,1,654.68
TXN01937,2025-12-16,CUST006,"Nunez, Chavez and Guzman",dining,168.34,net banking,12,1,549.9
TXN01670,2026-01-01,CUST006,"Bruce, Cortez and Johnson",groceries,992.77,debit card,1,3,645.23
TXN01401,2026-01-08,CUST006,"Parker, Jackson and Padilla",travel,249.52,debit card,1,3,611.33
TXN01257,2026-01-18,CUST006,Mccarthy-Combs,groceries,933.3,debit card,1,6,611.2
TXN01828,2026-01-30,CUST006,"Jensen, Smith and Barnes",entertainment,906.79,credit card,1,4,697.44
TXN00302,2026-02-04,CUST006,Barnett-Olson,utilities,967.48,credit card,2,2,732.86
TXN01662,2026-02-09,CUST006,Winters Ltd,entertainment,231.29,net banking,2,0,635.64
TXN01117,2026-03-23,CUST006,Burns Inc,dining,402.8,net banking,3,0,669.14
TXN01461,2026-04-03,CUST006,Cruz-Miller,utilities,524.37,credit card,4,4,602.22
TXN00645,2026-04-28,CUST006,"Huff, Camacho and Rogers",travel,661.55,debit card,4,1,661.08
TXN01429,2026-05-03,CUST006,Patterson-Murray,utilities,871.66,net banking,5,6,652.28
TXN00380,2026-05-20,CUST006,Anderson Ltd,groceries,591.31,net banking,5,2,607.21
TXN00891,2026-05-21,CUST006,Gonzalez-Russo,dining,688.52,UPI,5,3,567.36
TXN00448,2026-05-31,CUST006,"Chavez, Shelton and Jones",travel,517.2,net banking,5,6,608.2
TXN00808,2026-05-31,CUST006,Johnson Inc,shopping,665.6,debit card,5,6,645.74
TXN00352,2026-06-02,CUST006,"Ponce, Bailey and Cox",utilities,90.41,UPI,6,1,583.75
TXN01366,2026-06-08,CUST006,Ramos and Sons,utilities,669.25,credit card,6,0,584.85
TXN01587,2025-06-21,CUST007,Torres-Diaz,entertainment,157.52,net banking,6,5,157.52
TXN00966,2025-07-02,CUST007,Lee PLC,travel,91.46,net banking,7,2,124.49
TXN01766,2025-07-05,CUST007,Brady-Green,groceries,319.89,credit card,7,5,189.62
TXN00476,2025-07-13,CUST007,Montgomery and Sons,utilities,305.94,net banking,7,6,218.7
TXN01253,2025-07-18,CUST007,Dougherty Group,shopping,548.64,debit card,7,4,284.69
TXN00421,2025-07-23,CUST007,Campbell-Thomas,groceries,773.05,net banking,7,2,366.08
TXN01864,2025-09-05,CUST007,Montoya-Smith,groceries,81.67,net banking,9,4,325.45
TXN00629,2025-09-13,CUST007,Newman Inc,utilities,414.35,debit card,9,5,362.14
TXN00913,2025-09-15,CUST007,"Perkins, Cunningham and Brown",shopping,149.5,credit card,9,0,370.43
TXN01508,2025-09-21,CUST007,"Stanley, Macdonald and Powers",utilities,800.34,UPI,9,6,439.07
TXN00008,2025-09-30,CUST007,"Clarke, Hernandez and Lewis",utilities,764.12,credit card,9,1,504.52
TXN00948,2025-10-21,CUST007,Reese Inc,travel,276.04,UPI,10,1,465.58
TXN01776,2025-10-30,CUST007,"Moses, Odonnell and Ryan",shopping,131.73,credit card,10,3,373.96
TXN00040,2025-11-06,CUST007,Cole Ltd,travel,185.81,UPI,11,3,388.84
TXN00368,2025-11-11,CUST007,"Montgomery, Mccullough and Rodriguez",entertainment,151.12,UPI,11,1,351.24
TXN01430,2025-11-15,CUST007,Roman-Walker,dining,50.59,credit card,11,5,337.11
TXN00015,2025-11-27,CUST007,Ponce Ltd,entertainment,343.75,net banking,11,3,271.88
TXN00196,2025-12-19,CUST007,"Hopkins, Wilson and Carter",shopping,745.47,UPI,12,4,269.22
TXN00725,2025-12-28,CUST007,Unknown Merchant,groceries,603.04,debit card,12,6,315.93
TXN01559,2025-12-31,CUST007,Saunders Inc,entertainment,13310.41,credit card,12,2,2198.6
TXN00733,2026-01-10,CUST007,Mclaughlin LLC,travel,112.2,debit card,1,5,2188.08
TXN01745,2026-01-12,CUST007,Rivers LLC,entertainment,788.26,net banking,1,0,2279.1
TXN00550,2026-02-11,CUST007,"Greene, Morales and Morgan",utilities,149.52,debit card,2,2,2293.24
TXN00774,2026-02-16,CUST007,"Carter, Sanders and Anderson",shopping,309.58,debit card,2,0,2288.35
TXN00396,2026-02-17,CUST007,Gross and Sons,entertainment,308.53,credit card,2,1,2225.93
TXN00881,2026-02-23,CUST007,Smith and Sons,dining,321.86,UPI,2,0,2185.77
TXN01648,2026-02-23,CUST007,King-Travis,travel,208.93,net banking,2,0,314.13
TXN00639,2026-02-28,CUST007,Hansen Inc,utilities,922.64,UPI,2,5,429.9
TXN00959,2026-03-13,CUST007,Phelps-Caldwell,utilities,789.6,credit card,3,4,430.09
TXN01959,2026-03-19,CUST007,Ferrell Inc,utilities,296.62,credit card,3,3,451.11
TXN01016,2026-03-22,CUST007,"Reid, Baker and Gilbert",groceries,147.04,debit card,3,6,427.89
TXN01031,2026-03-22,CUST007,"Arellano, Kirk and Henry",utilities,488.68,net banking,3,6,453.62
TXN01510,2026-03-27,CUST007,Jones-Wong,dining,423.41,UPI,3,4,468.13
TXN01115,2026-04-01,CUST007,Hernandez Group,entertainment,481.03,debit card,4,2,507.0
TXN01649,2026-04-14,CUST007,Cummings-Davis,shopping,735.66,UPI,4,1,480.29
TXN00602,2026-04-16,CUST007,Thomas-Hall,shopping,74.06,net banking,4,3,378.07
TXN01479,2026-04-24,CUST007,"Morris, Stewart and Smith",utilities,403.6,net banking,4,4,393.35
TXN00761,2026-05-15,CUST007,Moss-Watkins,travel,264.27,debit card,5,4,410.1
TXN01782,2026-06-01,CUST007,"Coleman, Bailey and Ellis",dining,15.95,UPI,6,0,342.57
TXN01562,2026-06-03,CUST007,Schmitt-Kirk,travel,738.73,debit card,6,2,387.61
TXN00185,2026-06-05,CUST007,"Walker, Olson and Jacobs",dining,44.88,net banking,6,4,325.31
TXN00079,2026-06-09,CUST007,"Wagner, Lopez and Miller",utilities,110.55,debit card,6,1,236.01
TXN00652,2026-06-13,CUST007,"Thomas, Johnson and Diaz",groceries,811.92,UPI,6,5,341.41
TXN01118,2025-06-19,CUST008,Ryan and Sons,dining,570.31,net banking,6,3,570.31
TXN01263,2025-06-21,CUST008,Unknown Merchant,shopping,996.02,debit card,6,5,783.16
TXN00481,2025-07-05,CUST008,Hernandez and Sons,utilities,776.14,UPI,7,5,780.82
TXN00270,2025-07-14,CUST008,Garrison-Rogers,shopping,46.52,net banking,7,0,597.25
TXN00921,2025-07-20,CUST008,Neal LLC,utilities,758.08,net banking,7,6,629.41
TXN00314,2025-07-23,CUST008,"Baker, Murphy and Carroll",groceries,926.64,net banking,7,2,678.95
TXN01719,2025-07-26,CUST008,Thompson-Roy,entertainment,469.79,UPI,7,5,649.07
TXN00175,2025-07-29,CUST008,"Cole, Castro and Cooper",shopping,717.09,debit card,7,1,670.04
TXN00810,2025-08-22,CUST008,Johnson-Walker,shopping,126.74,debit card,8,4,545.86
TXN00078,2025-08-23,CUST008,Conner-Cole,groceries,963.47,debit card,8,5,572.62
